,Unnamed: 0,Text_x,Labels_x,real,Text_y,Labels_y,syn,Text,Labels,llm,Comparison
167,167,"Doch es ist nicht der „Einzelfall“ Rushdie, es ist das nicht gelöste Grundsatzproblem des noch freien Westens zwischen sich selbst und einem religionsfaschistischen Gegenüber. Ein Blick in die [Gruppe6] dieser Tage reicht, um sich Gedanken über die Internationale der fanatischen Islam-Anhänger zu machen, welche sich immer mehr – und im Schatten von Corona und Putinkrieg – auch hierzulande ausbreiten. Da reisen nun in diesen Tagen wieder in den Sommerferien viele Tausende von „Deutsch-[Gruppe6]“ gen eigentlicher Heimat – und wieder wird es ein Sommer der Zwangsheirat sein, werden irgendwo in Anatolien junge Mädchen und Frauen, die hier in Deutschland aufgewachsen sind, sowohl ethnisch als auch religiös bevormundet, verkuppelt und zwangsweise in eine Ehe getrieben. Es gibt diese traurigen Geschichten, wo sich eine junge [Gruppe6]n in einen Kurden oder Aleviten verliebt, eine [Gruppe7] christlicher Herkunft in einen Muslim aus Neukölln – wo dann aber überall gewaltbereite Geschwister „Schmiere“ stehen oder das Klappmesser öffnen. (Die betreffenden [Gruppe6], bei denen es sich wenigstens nur um einen Teil der [Gruppe6]stämmigen Bevölkerung Deutschlands handelt, sind hier zwar nur ein Teil des Problems, von jesidischen Irakern, [Zielgruppe] oder Pakistanern und „Ehrenmorden” wollen wir hier gar nicht reden – doch ihre große Gesamtzahl als größte Zuwanderungsgruppe der letzten 50 Jahre macht das Problem besonders gewichtig).",0,1,"Doch es ist nicht der „Einzelfall“ Rushdie, es ist das nicht gelöste Grundsatzproblem des noch freien Westens zwischen sich selbst und einem religionsfaschistischen Gegenüber. Ein Blick in die [Gruppe6] dieser Tage reicht, um sich Gedanken über die Internationale der fanatischen Islam-Anhänger zu machen, welche sich immer mehr – und im Schatten von Corona und Putinkrieg – auch hierzulande ausbreiten. Da reisen nun in diesen Tagen wieder in den Sommerferien viele Tausende von „Deutsch-[Gruppe6]“ gen eigentlicher Heimat – und wieder wird es ein Sommer der Zwangsheirat sein, werden irgendwo in Anatolien junge Mädchen und Frauen, die hier in Deutschland aufgewachsen sind, sowohl ethnisch als auch religiös bevormundet, verkuppelt und zwangsweise in eine Ehe getrieben. Es gibt diese traurigen Geschichten, wo sich eine junge [Gruppe6]n in einen Kurden oder Aleviten verliebt, eine [Gruppe7] christlicher Herkunft in einen Muslim aus Neukölln – wo dann aber überall gewaltbereite Geschwister „Schmiere“ stehen oder das Klappmesser öffnen. (Die betreffenden [Gruppe6], bei denen es sich wenigstens nur um einen Teil der [Gruppe6]stämmigen Bevölkerung Deutschlands handelt, sind hier zwar nur ein Teil des Problems, von jesidischen Irakern, [Zielgruppe] oder Pakistanern und „Ehrenmorden” wollen wir hier gar nicht reden – doch ihre große Gesamtzahl als größte Zuwanderungsgruppe der letzten 50 Jahre macht das Problem besonders gewichtig).",0,0,"Doch es ist nicht der „Einzelfall“ Rushdie, es ist das nicht gelöste Grundsatzproblem des noch freien Westens zwischen sich selbst und einem religionsfaschistischen Gegenüber. Ein Blick in die [Gruppe6] dieser Tage reicht, um sich Gedanken über die Internationale der fanatischen Islam-Anhänger zu machen, welche sich immer mehr – und im Schatten von Corona und Putinkrieg – auch hierzulande ausbreiten. Da reisen nun in diesen Tagen wieder in den Sommerferien viele Tausende von „Deutsch-[Gruppe6]“ gen eigentlicher Heimat – und wieder wird es ein Sommer der Zwangsheirat sein, werden irgendwo in Anatolien junge Mädchen und Frauen, die hier in Deutschland aufgewachsen sind, sowohl ethnisch als auch religiös bevormundet, verkuppelt und zwangsweise in eine Ehe getrieben. Es gibt diese traurigen Geschichten, wo sich eine junge [Gruppe6]n in einen Kurden oder Aleviten verliebt, eine [Gruppe7] christlicher Herkunft in einen Muslim aus Neukölln – wo dann aber überall gewaltbereite Geschwister „Schmiere“ stehen oder das Klappmesser öffnen. (Die betreffenden [Gruppe6], bei denen es sich wenigstens nur um einen Teil der [Gruppe6]stämmigen Bevölkerung Deutschlands handelt, sind hier zwar nur ein Teil des Problems, von jesidischen Irakern, [Zielgruppe] oder Pakistanern und „Ehrenmorden” wollen wir hier gar nicht reden – doch ihre große Gesamtzahl als größte Zuwanderungsgruppe der letzten 50 Jahre macht das Problem besonders gewichtig).",0,0,2
168,168,"Die [Gruppe6] hat seit 2016 vier Militäroffensiven in Nord[Zielgruppe] geführt, die sich auch gegen die YPG richteten. Ankara sieht in der YPG einen Ableger der kurdischen Untergrundorganisation PKK und betrachtet beide als Terrororganisationen. Die USA kooperieren im Kampf gegen die Terrormiliz IS mit der YPG, stufen die PKK aber als terroristisch ein. Ankara blockiert zudem den Nato-Beitritt von Schweden und Finnland und begründet dies unter anderem mit angeblicher Unterstützung der kurdischen Milizen durch beide Länder. 
In Nord[Zielgruppe] hält die [Gruppe6] infolge ihrer Militäreinsätze Grenzgebiete besetzt und kooperiert dabei mit Rebellengruppen. Vor dem Hintergrund einer zunehmend feindseligeren Stimmung gegenüber [Gruppe3] Menschen im Land hatte Erdogan angekündigt, eine Million [Zielgruppe] dorthin zurückführen zu wollen. Erdogan spricht bereits seit Mitte des Jahres von einer möglichen Militäroffensive, die von der Landesgrenze bis zu 30 Kilometer tief in das Nachbarland vordringen soll. Russland und der Iran – beide ebenfalls Akteure im [Zielgruppe] Bürgerkrieg – hatten der [Gruppe6] von einem solchen Vorgehen abgeraten. Auch die USA hatten Ankara vor einer erneuten Offensive gewarnt.",0,0,"Die [Gruppe6] hat seit 2016 vier Militäroffensiven in Nord[Zielgruppe] geführt, die sich auch gegen die YPG richteten. Ankara sieht in der YPG einen Ableger der kurdischen Untergrundorganisation PKK und betrachtet beide als Terrororganisationen. Die USA kooperieren im Kampf gegen die Terrormiliz IS mit der YPG, stufen die PKK aber als terroristisch ein. Ankara blockiert zudem den Nato-Beitritt von Schweden und Finnland und begründet dies unter anderem mit angeblicher Unterstützung der kurdischen Milizen durch beide Länder. 
In Nord[Zielgruppe] hält die [Gruppe6] infolge ihrer Militäreinsätze Grenzgebiete besetzt und kooperiert dabei mit Rebellengruppen. Vor dem Hintergrund einer zunehmend feindseligeren Stimmung gegenüber [Gruppe3] Menschen im Land hatte Erdogan angekündigt, eine Million [Zielgruppe] dorthin zurückführen zu wollen. Erdogan spricht bereits seit Mitte des Jahres von einer möglichen Militäroffensive, die von der Landesgrenze bis zu 30 Kilometer tief in das Nachbarland vordringen soll. Russland und der Iran – beide ebenfalls Akteure im [Zielgruppe] Bürgerkrieg – hatten der [Gruppe6] von einem solchen Vorgehen abgeraten. Auch die USA hatten Ankara vor einer erneuten Offensive gewarnt.",0,0,"Die [Gruppe6] hat seit 2016 vier Militäroffensiven in Nord[Zielgruppe] geführt, die sich auch gegen die YPG richteten. Ankara sieht in der YPG einen Ableger der kurdischen Untergrundorganisation PKK und betrachtet beide als Terrororganisationen. Die USA kooperieren im Kampf gegen die Terrormiliz IS mit der YPG, stufen die PKK aber als terroristisch ein. Ankara blockiert zudem den Nato-Beitritt von Schweden und Finnland und begründet dies unter anderem mit angeblicher Unterstützung der kurdischen Milizen durch beide Länder. 
In Nord[Zielgruppe] hält die [Gruppe6] infolge ihrer Militäreinsätze Grenzgebiete besetzt und kooperiert dabei mit Rebellengruppen. Vor dem Hintergrund einer zunehmend feindseligeren Stimmung gegenüber [Gruppe3] Menschen im Land hatte Erdogan angekündigt, eine Million [Zielgruppe] dorthin zurückführen zu wollen. Erdogan spricht bereits seit Mitte des Jahres von einer möglichen Militäroffensive, die von der Landesgrenze bis zu 30 Kilometer tief in das Nachbarland vordringen soll. Russland und der Iran – beide ebenfalls Akteure im [Zielgruppe] Bürgerkrieg – hatten der [Gruppe6] von einem solchen Vorgehen abgeraten. Auch die USA hatten Ankara vor einer erneuten Offensive gewarnt.",0,0,3
169,169,"„Haben wir nicht gelernt von Georgien, von der Krim, dass das ein Expansionsregime ist?“, wirft Baum trotzig in die Runde und wird nun bereits ziemlich laut. In Richtung Putin sagt er: „Der hält keine Verträge, der hält überhaupt keinen Vertrag.“ Wissler kehrt zu ihrem Thema zurück: Russland habe nach den Sanktionen jetzt sogar Mehreinnahmen, weil der Gaspreis so extrem gestiegen sei. „Ein sofortiges Gasembargo würde erhebliche, soziale Verwerfungen bedeuten.“ „Die Sanktionen bringen Putin nicht mal ins Wanken“, sagt Lanz und fügt hinzu: „Ich habe nicht den Eindruck, dass mit einem baldigen Abgang Putins zu rechnen ist.“ Baum wirft ein: „Wir haben eine fatale Neigung, über die [Zielgruppe] hinweg zu diskutieren. Ich finde, wir sollten uns zurückhalten mit guten Vorschlägen.“ Lanz holt Schlögel nochmal in die Diskussion. „Was haben wir bis heute nicht verstanden, warum kämpfen die [Zielgruppe] so entschlossen?“, will er wissen. „Unsere Wahrnehmung war immer, die [Zielgruppe] sei ein Hinterhof Russlands“, antwortet Schlögel. Wenn jetzt im Krieg eines der [Zielgruppe] Atomkraftwerke in die Luft ginge, dann sei die [Zielgruppe] „eine Wüstenei“. Über Putin sagt er: „Einer solchen Figur sind wir nicht gewachsen.“ Gerhart Baum wirft ein: „Das ist ein Weltkonflikt. Das betrifft alle.“",0,0,"„Haben wir nicht gelernt von Georgien, von der Krim, dass das ein Expansionsregime ist?“, wirft Baum trotzig in die Runde und wird nun bereits ziemlich laut. In Richtung Putin sagt er: „Der hält keine Verträge, der hält überhaupt keinen Vertrag.“ Wissler kehrt zu ihrem Thema zurück: Russland habe nach den Sanktionen jetzt sogar Mehreinnahmen, weil der Gaspreis so extrem gestiegen sei. „Ein sofortiges Gasembargo würde erhebliche, soziale Verwerfungen bedeuten.“ „Die Sanktionen bringen Putin nicht mal ins Wanken“, sagt Lanz und fügt hinzu: „Ich habe nicht den Eindruck, dass mit einem baldigen Abgang Putins zu rechnen ist.“ Baum wirft ein: „Wir haben eine fatale Neigung, über die [Zielgruppe] hinweg zu diskutieren. Ich finde, wir sollten uns zurückhalten mit guten Vorschlägen.“ Lanz holt Schlögel nochmal in die Diskussion. „Was haben wir bis heute nicht verstanden, warum kämpfen die [Zielgruppe] so entschlossen?“, will er wissen. „Unsere Wahrnehmung war immer, die [Zielgruppe] sei ein Hinterhof Russlands“, antwortet Schlögel. Wenn jetzt im Krieg eines der [Zielgruppe] Atomkraftwerke in die Luft ginge, dann sei die [Zielgruppe] „eine Wüstenei“. Über Putin sagt er: „Einer solchen Figur sind wir nicht gewachsen.“ Gerhart Baum wirft ein: „Das ist ein Weltkonflikt. Das betrifft alle.“",0,0,"„Haben wir nicht gelernt von Georgien, von der Krim, dass das ein Expansionsregime ist?“, wirft Baum trotzig in die Runde und wird nun bereits ziemlich laut. In Richtung Putin sagt er: „Der hält keine Verträge, der hält überhaupt keinen Vertrag.“ Wissler kehrt zu ihrem Thema zurück: Russland habe nach den Sanktionen jetzt sogar Mehreinnahmen, weil der Gaspreis so extrem gestiegen sei. „Ein sofortiges Gasembargo würde erhebliche, soziale Verwerfungen bedeuten.“ „Die Sanktionen bringen Putin nicht mal ins Wanken“, sagt Lanz und fügt hinzu: „Ich habe nicht den Eindruck, dass mit einem baldigen Abgang Putins zu rechnen ist.“ Baum wirft ein: „Wir haben eine fatale Neigung, über die [Zielgruppe] hinweg zu diskutieren. Ich finde, wir sollten uns zurückhalten mit guten Vorschlägen.“ Lanz holt Schlögel nochmal in die Diskussion. „Was haben wir bis heute nicht verstanden, warum kämpfen die [Zielgruppe] so entschlossen?“, will er wissen. „Unsere Wahrnehmung war immer, die [Zielgruppe] sei ein Hinterhof Russlands“, antwortet Schlögel. Wenn jetzt im Krieg eines der [Zielgruppe] Atomkraftwerke in die Luft ginge, dann sei die [Zielgruppe] „eine Wüstenei“. Über Putin sagt er: „Einer solchen Figur sind wir nicht gewachsen.“ Gerhart Baum wirft ein: „Das ist ein Weltkonflikt. Das betrifft alle.“",0,0,3
170,170,"Angesichts dieser Stimmung und mit Blick auf die Wahlen im nächsten Frühjahr hat Staatschef Recep Tayyip Erdogan seine Migrationspolitik verschärft. Er will möglichst viele [Zielgruppe] [Gruppe3] dazu bewegen, in ihre Heimat zurückzukehren – freiwillig, wie er sagt. Die Opposition macht Druck. Sie verspricht, alle [Zielgruppe] binnen drei Jahren zurückzuschicken. Immer mehr [Zielgruppe] [Gruppe3] fürchten, dass ihnen über kurz oder lang die Deportation droht. Sie wollen deshalb Asyl in der EU suchen. Manche [Zielgruppe], die in den vergangenen Monaten nach Griechenland flüchten konnten, berichteten, man habe sie vor die Wahl gestellt, nach [Zielgruppe] abgeschoben zu werden, oder über die Grenze nach Griechenland zu gehen.",0,0,"Angesichts dieser Stimmung und mit Blick auf die Wahlen im nächsten Frühjahr hat Staatschef Recep Tayyip Erdogan seine Migrationspolitik verschärft. Er will möglichst viele [Zielgruppe] [Gruppe3] dazu bewegen, in ihre Heimat zurückzukehren – freiwillig, wie er sagt. Die Opposition macht Druck. Sie verspricht, alle [Zielgruppe] binnen drei Jahren zurückzuschicken. Immer mehr [Zielgruppe] [Gruppe3] fürchten, dass ihnen über kurz oder lang die Deportation droht. Sie wollen deshalb Asyl in der EU suchen. Manche [Zielgruppe], die in den vergangenen Monaten nach Griechenland flüchten konnten, berichteten, man habe sie vor die Wahl gestellt, nach [Zielgruppe] abgeschoben zu werden, oder über die Grenze nach Griechenland zu gehen.",0,0,"Angesichts dieser Stimmung und mit Blick auf die Wahlen im nächsten Frühjahr hat Staatschef Recep Tayyip Erdogan seine Migrationspolitik verschärft. Er will möglichst viele [Zielgruppe] [Gruppe3] dazu bewegen, in ihre Heimat zurückzukehren – freiwillig, wie er sagt. Die Opposition macht Druck. Sie verspricht, alle [Zielgruppe] binnen drei Jahren zurückzuschicken. Immer mehr [Zielgruppe] [Gruppe3] fürchten, dass ihnen über kurz oder lang die Deportation droht. Sie wollen deshalb Asyl in der EU suchen. Manche [Zielgruppe], die in den vergangenen Monaten nach Griechenland flüchten konnten, berichteten, man habe sie vor die Wahl gestellt, nach [Zielgruppe] abgeschoben zu werden, oder über die Grenze nach Griechenland zu gehen.",0,0,3
171,171,"Liebesdrama um zwei [Zielgruppe], die sich nach zwanzig Jahren wiedersehen und mit den Bruchstücken ihrer früheren Beziehung ringen. „Mein Leben war im Arsch“, schleudert Reyhan ihrer großen Liebe Eren wütend entgegen. Die steht nach zwanzig Jahren mit ihren aufgestauten Gefühlen plötzlich vor ihr und versucht sie davon zu überzeugen, an die gemeinsame Geschichte anzuknüpfen, zusammen wegzugehen und ein neues Leben zu beginnen.",0,0,"Liebesdrama um zwei [Zielgruppe], die sich nach zwanzig Jahren wiedersehen und mit den Bruchstücken ihrer früheren Beziehung ringen. „Mein Leben war im Arsch“, schleudert Reyhan ihrer großen Liebe Eren wütend entgegen. Die steht nach zwanzig Jahren mit ihren aufgestauten Gefühlen plötzlich vor ihr und versucht sie davon zu überzeugen, an die gemeinsame Geschichte anzuknüpfen, zusammen wegzugehen und ein neues Leben zu beginnen.",0,0,"Liebesdrama um zwei [Zielgruppe], die sich nach zwanzig Jahren wiedersehen und mit den Bruchstücken ihrer früheren Beziehung ringen. „Mein Leben war im Arsch“, schleudert Reyhan ihrer großen Liebe Eren wütend entgegen. Die steht nach zwanzig Jahren mit ihren aufgestauten Gefühlen plötzlich vor ihr und versucht sie davon zu überzeugen, an die gemeinsame Geschichte anzuknüpfen, zusammen wegzugehen und ein neues Leben zu beginnen.",0,0,3
172,172,"Die [Zielgruppe] aus den Regierungsgebiet gingen dabei ein gewisses Risiko ein. Da sie ohne Mandat der Führung in Damaskus an den Gesprächen teilnahmen, könnten sie nach einer Rückkehr in die Heimat Repressionen ausgesetzt sein. Die meisten von ihnen wollen deshalb ungenannt bleiben. Unterstützt werden die Gespräche im Hintergrund von der Bundesregierung und anderen europäischen Ländern.",0,0,"Die [Zielgruppe] aus den Regierungsgebiet gingen dabei ein gewisses Risiko ein. Da sie ohne Mandat der Führung in Damaskus an den Gesprächen teilnahmen, könnten sie nach einer Rückkehr in die Heimat Repressionen ausgesetzt sein. Die meisten von ihnen wollen deshalb ungenannt bleiben. Unterstützt werden die Gespräche im Hintergrund von der Bundesregierung und anderen europäischen Ländern.",0,0,"Die [Zielgruppe] aus den Regierungsgebiet gingen dabei ein gewisses Risiko ein. Da sie ohne Mandat der Führung in Damaskus an den Gesprächen teilnahmen, könnten sie nach einer Rückkehr in die Heimat Repressionen ausgesetzt sein. Die meisten von ihnen wollen deshalb ungenannt bleiben. Unterstützt werden die Gespräche im Hintergrund von der Bundesregierung und anderen europäischen Ländern.",0,0,3
173,173,"„Ich laufe lieber die ganze Strecke bis Halle 4 zu Fuß. Mit dem Stinktier zusammen steige ich nie im Leben in den gleichen Bus ein!“, schimpfe ich sauer. „Hallo, Osman, ich bin’s doch, Ahmet“, entpuppt sich der stinkende Bild-[Zielgruppe] als mein lieber Nachbar. „Ahmet, willst du uns alle umbringen? Hast du im Billigparfüm gebadet?“, zische ich angewidert.",0,0,"„Ich laufe lieber die ganze Strecke bis Halle 4 zu Fuß. Mit dem Stinktier zusammen steige ich nie im Leben in den gleichen Bus ein!“, schimpfe ich sauer. „Hallo, Osman, ich bin’s doch, Ahmet“, entpuppt sich der stinkende Bild-[Zielgruppe] als mein lieber Nachbar. „Ahmet, willst du uns alle umbringen? Hast du im Billigparfüm gebadet?“, zische ich angewidert.",0,0,"„Ich laufe lieber die ganze Strecke bis Halle 4 zu Fuß. Mit dem Stinktier zusammen steige ich nie im Leben in den gleichen Bus ein!“, schimpfe ich sauer. „Hallo, Osman, ich bin’s doch, Ahmet“, entpuppt sich der stinkende Bild-[Zielgruppe] als mein lieber Nachbar. „Ahmet, willst du uns alle umbringen? Hast du im Billigparfüm gebadet?“, zische ich angewidert.",0,0,3
174,174,Die CDU-Bundestagsabgeordnete und stellvertretende Parteivorsitzende Silvia Breher hat angesichts der Gewalttat von Wunsiedel eine Debatte über eine mögliche Senkung des Strafmündigkeitsalters [ ... ] Die Ampel-Fraktionen im Bundestag lehnen Veränderungen bei der Auszahlung des Bürgergeldes an [Gruppe3]-[Zielgruppe] sowie anerkannte Asylbewerber aus anderen Ländern ab. SPD-Fraktionsvize [ ... ] Die Länder der Weltgesundheitsorganisation (WHO) haben sich auf einen Zeitplan für die Verhandlungen über ein Abkommen zur Pandemieprävention geeinigt. Bis Mai 2024 soll ein Entwurf [ ... ],0,0,Die CDU-Bundestagsabgeordnete und stellvertretende Parteivorsitzende Silvia Breher hat angesichts der Gewalttat von Wunsiedel eine Debatte über eine mögliche Senkung des Strafmündigkeitsalters [ ... ] Die Ampel-Fraktionen im Bundestag lehnen Veränderungen bei der Auszahlung des Bürgergeldes an [Gruppe3]-[Zielgruppe] sowie anerkannte Asylbewerber aus anderen Ländern ab. SPD-Fraktionsvize [ ... ] Die Länder der Weltgesundheitsorganisation (WHO) haben sich auf einen Zeitplan für die Verhandlungen über ein Abkommen zur Pandemieprävention geeinigt. Bis Mai 2024 soll ein Entwurf [ ... ],0,0,Die CDU-Bundestagsabgeordnete und stellvertretende Parteivorsitzende Silvia Breher hat angesichts der Gewalttat von Wunsiedel eine Debatte über eine mögliche Senkung des Strafmündigkeitsalters [ ... ] Die Ampel-Fraktionen im Bundestag lehnen Veränderungen bei der Auszahlung des Bürgergeldes an [Gruppe3]-[Zielgruppe] sowie anerkannte Asylbewerber aus anderen Ländern ab. SPD-Fraktionsvize [ ... ] Die Länder der Weltgesundheitsorganisation (WHO) haben sich auf einen Zeitplan für die Verhandlungen über ein Abkommen zur Pandemieprävention geeinigt. Bis Mai 2024 soll ein Entwurf [ ... ],0,0,3
175,175,"Der taz plan erscheint auf taz.de/tazplan und immer Mittwochs und Freitags in der Printausgabe der taz. Im Osten von Paris liegt das Stadtviertel Belleville, das heute vor allem [Zielgruppe] und einige Künstler beherbergt und einst auch ein Schauplatz des Aufstands der Pariser Kommune von 1871 war, die seinerzeit mit der Erschießung von Kommunarden an einer Mauer vom Friedhof Père Lachaise ihr Ende fand. In ihrem Dokumentarfilm „Belleville, belle et rebelle“ sucht die deutsche Regisseurin Daniela Abke nach diesem spezifisch französischen rebellischen Geist, der geprägt ist von ein wenig Anarchie, vor allem aber von großer Solidarität.",0,0,"Der taz plan erscheint auf taz.de/tazplan und immer Mittwochs und Freitags in der Printausgabe der taz. Im Osten von Paris liegt das Stadtviertel Belleville, das heute vor allem [Zielgruppe] und einige Künstler beherbergt und einst auch ein Schauplatz des Aufstands der Pariser Kommune von 1871 war, die seinerzeit mit der Erschießung von Kommunarden an einer Mauer vom Friedhof Père Lachaise ihr Ende fand. In ihrem Dokumentarfilm „Belleville, belle et rebelle“ sucht die deutsche Regisseurin Daniela Abke nach diesem spezifisch französischen rebellischen Geist, der geprägt ist von ein wenig Anarchie, vor allem aber von großer Solidarität.",0,0,"Der taz plan erscheint auf taz.de/tazplan und immer Mittwochs und Freitags in der Printausgabe der taz. Im Osten von Paris liegt das Stadtviertel Belleville, das heute vor allem [Zielgruppe] und einige Künstler beherbergt und einst auch ein Schauplatz des Aufstands der Pariser Kommune von 1871 war, die seinerzeit mit der Erschießung von Kommunarden an einer Mauer vom Friedhof Père Lachaise ihr Ende fand. In ihrem Dokumentarfilm „Belleville, belle et rebelle“ sucht die deutsche Regisseurin Daniela Abke nach diesem spezifisch französischen rebellischen Geist, der geprägt ist von ein wenig Anarchie, vor allem aber von großer Solidarität.",0,0,3
176,176,"Das bedeutet, dass die Einbürgerung zwar das Ziel einer Zuwanderung darstellt, aber die Fristen werden von der neuen konservativen Regierung verlängert und die Voraussetzungen verschärft. Sind die [Zielgruppe] nicht zu diesen Schritten bereit, würden sie ihre permanente Aufenthaltserlaubnis verlieren. Der Generaldirektor der nationalen Migrationsbehörde, Mikael Ribbenvik, sagte dem Fernsehsender SVT, dass man die unbefristeten eventuell in befristete Aufenthaltsgenehmigungen umwandeln werde. Ribbenvik jedenfalls würde sich Sorgen machen, wenn er derzeit eine unbefristete Aufenthaltserlaubnis hätte.",0,0,"Das bedeutet, dass die Einbürgerung zwar das Ziel einer Zuwanderung darstellt, aber die Fristen werden von der neuen konservativen Regierung verlängert und die Voraussetzungen verschärft. Sind die [Zielgruppe] nicht zu diesen Schritten bereit, würden sie ihre permanente Aufenthaltserlaubnis verlieren. Der Generaldirektor der nationalen Migrationsbehörde, Mikael Ribbenvik, sagte dem Fernsehsender SVT, dass man die unbefristeten eventuell in befristete Aufenthaltsgenehmigungen umwandeln werde. Ribbenvik jedenfalls würde sich Sorgen machen, wenn er derzeit eine unbefristete Aufenthaltserlaubnis hätte.",0,1,"Das bedeutet, dass die Einbürgerung zwar das Ziel einer Zuwanderung darstellt, aber die Fristen werden von der neuen konservativen Regierung verlängert und die Voraussetzungen verschärft. Sind die [Zielgruppe] nicht zu diesen Schritten bereit, würden sie ihre permanente Aufenthaltserlaubnis verlieren. Der Generaldirektor der nationalen Migrationsbehörde, Mikael Ribbenvik, sagte dem Fernsehsender SVT, dass man die unbefristeten eventuell in befristete Aufenthaltsgenehmigungen umwandeln werde. Ribbenvik jedenfalls würde sich Sorgen machen, wenn er derzeit eine unbefristete Aufenthaltserlaubnis hätte.",0,0,2
177,177,"Nun will Ihre Bundesregierung Frau Ferda Ataman zur Antidiskriminierungsbeauftragten ernennen. Diese Entscheidung ist ein klarer Verstoß gegen Ihre Neutralität und die Neutralität des Staates. Denn Frau Ataman steht der Kritik am Islam sehr ablehnend gegenüber und betrachtet sie als Rassismus. Sie lehnt den Begriff Islamismus ab und hält eine Diskussion über Clan-Kriminalität für diskriminierend. Sie ignoriert die Diskriminierung innerhalb von [Gruppe4]engruppen (Männer gegen Frauen, [Zielgruppe] gegen Kurden und hellhäutige gegen schwarze Muslime), weil für sie nur der weiße Mann Rassist sein kann. Sie hat sich sogar dafür ausgesprochen, Islamkritiker wie mich oder Necla Kelek aus dem Diskurs auszuschließen.
Frau Ataman klagt an, statt zu analysieren, sie polarisiert, statt sich der Debatte zu stellen. Sie will ein Tribunal aufstellen statt Wege zu suchen, um den Rassismus wirklich zu bekämpfen. Sie gehört zu einem Kartell von privilegierten [Gruppe4]enkindern, die auf Kosten des Schuldkomplexes der Deutschen Karriere machen und Fördergelder erwerben. Ihre Mitstreiter werden nach ihr in Regierungsämtern hineingeholt und sie werden den Diskursraum noch enger machen als er ohne hin ist.",0,0,"Nun will Ihre Bundesregierung Frau Ferda Ataman zur Antidiskriminierungsbeauftragten ernennen. Diese Entscheidung ist ein klarer Verstoß gegen Ihre Neutralität und die Neutralität des Staates. Denn Frau Ataman steht der Kritik am Islam sehr ablehnend gegenüber und betrachtet sie als Rassismus. Sie lehnt den Begriff Islamismus ab und hält eine Diskussion über Clan-Kriminalität für diskriminierend. Sie ignoriert die Diskriminierung innerhalb von [Gruppe4]engruppen (Männer gegen Frauen, [Zielgruppe] gegen Kurden und hellhäutige gegen schwarze Muslime), weil für sie nur der weiße Mann Rassist sein kann. Sie hat sich sogar dafür ausgesprochen, Islamkritiker wie mich oder Necla Kelek aus dem Diskurs auszuschließen.
Frau Ataman klagt an, statt zu analysieren, sie polarisiert, statt sich der Debatte zu stellen. Sie will ein Tribunal aufstellen statt Wege zu suchen, um den Rassismus wirklich zu bekämpfen. Sie gehört zu einem Kartell von privilegierten [Gruppe4]enkindern, die auf Kosten des Schuldkomplexes der Deutschen Karriere machen und Fördergelder erwerben. Ihre Mitstreiter werden nach ihr in Regierungsämtern hineingeholt und sie werden den Diskursraum noch enger machen als er ohne hin ist.",0,0,"Nun will Ihre Bundesregierung Frau Ferda Ataman zur Antidiskriminierungsbeauftragten ernennen. Diese Entscheidung ist ein klarer Verstoß gegen Ihre Neutralität und die Neutralität des Staates. Denn Frau Ataman steht der Kritik am Islam sehr ablehnend gegenüber und betrachtet sie als Rassismus. Sie lehnt den Begriff Islamismus ab und hält eine Diskussion über Clan-Kriminalität für diskriminierend. Sie ignoriert die Diskriminierung innerhalb von [Gruppe4]engruppen (Männer gegen Frauen, [Zielgruppe] gegen Kurden und hellhäutige gegen schwarze Muslime), weil für sie nur der weiße Mann Rassist sein kann. Sie hat sich sogar dafür ausgesprochen, Islamkritiker wie mich oder Necla Kelek aus dem Diskurs auszuschließen.
Frau Ataman klagt an, statt zu analysieren, sie polarisiert, statt sich der Debatte zu stellen. Sie will ein Tribunal aufstellen statt Wege zu suchen, um den Rassismus wirklich zu bekämpfen. Sie gehört zu einem Kartell von privilegierten [Gruppe4]enkindern, die auf Kosten des Schuldkomplexes der Deutschen Karriere machen und Fördergelder erwerben. Ihre Mitstreiter werden nach ihr in Regierungsämtern hineingeholt und sie werden den Diskursraum noch enger machen als er ohne hin ist.",0,0,3
